0.0,0.0,0.0,-0.07633330874130938,-0.25842997194819944,0.39023395392394805,0.0,0.0,0.1751293813031598,0.0,0.0,0.0,0.0,0.0,-0.09987338408338324
0,1,2,6,7,9,10,11,12,13
0.8267326732673267,0.0001
