Alcohol = Yes,Married = No,Crime against Person = No,Gender = Male,YearsSchool <= 8.00,WorkRelease = Yes,Supervised Release = Yes,Race = White,Felony = No,MonthsServed <= 4.00,Priors = 1,Crime against Property = No
0.9405594405594405,0.0
