Priors = 2,PrisonViolations = 2,Married = No,MonthsServed > 24.00,Gender = Male,Junky = No,Alcohol = No,Race = Black,Crime against Person = No,Supervised Release = No,21.00 < Age <= 26.00,10.00 < YearsSchool <= 11.00
0.9447852760736196,0.0
