Crime against Property = Yes,MonthsServed > 24.00,Married = No,WorkRelease = Yes,Crime against Person = No,Supervised Release = Yes,Gender = Male,Race = White,Junky = No,8.00 < YearsSchool <= 10.00,Priors = 1,PrisonViolations = 1
0.9342105263157895,0.0001
