Race = Black,WorkRelease = No,Crime against Person = No,Gender = Male,Alcohol = No,Junky = No,MonthsServed <= 4.00,Felony = No,Supervised Release = Yes,Priors = 1,Crime against Property = No,YearsSchool > 11.00,Married = Yes,PrisonViolations = 0,26.00 < Age <= 33.00
1.0,0.0001
