YearsSchool > 11.00,PrisonViolations = 0,WorkRelease = No,Supervised Release = Yes,MonthsServed <= 4.00,Junky = No,21.00 < Age <= 26.00,Married = No,Race = Black,Crime against Person = No,Crime against Property = Yes,Priors = 2
1.0,0.0012
