26.00 < Age <= 33.00,Crime against Property = No,WorkRelease = No,8.00 < YearsSchool <= 10.00,PrisonViolations = 0,MonthsServed <= 4.00,Race = Black,Supervised Release = Yes
0.9341772151898734,0.0021
