Alcohol = Yes,Junky = Yes,21.00 < Age <= 26.00,Supervised Release = Yes,Married = No,Gender = Male,WorkRelease = No,Felony = No,Crime against Person = No,YearsSchool > 11.00,4.00 < MonthsServed <= 9.00,Priors = 1,PrisonViolations = 0
0.8312236286919831,0.0001
