Age > 33.00,PrisonViolations = 0,MonthsServed <= 4.00,10.00 < YearsSchool <= 11.00,Supervised Release = Yes,Gender = Male,Crime against Person = No,Junky = No,WorkRelease = Yes,Alcohol = Yes,Priors = 2
0.9393939393939394,0.0007
