Priors = 1,Felony = No,Alcohol = No,Junky = No,Gender = Male,Crime against Person = No,Supervised Release = No,9.00 < MonthsServed <= 24.00,Crime against Property = Yes,PrisonViolations = 1,YearsSchool <= 8.00,Age <= 21.00
1.0,0.0002
