Priors = 1,Felony = No,Supervised Release = No,Junky = No,Alcohol = No,YearsSchool <= 8.00,9.00 < MonthsServed <= 24.00,Crime against Person = No,Gender = Male,Crime against Property = Yes,PrisonViolations = 1,Age <= 21.00
0.9647887323943662,0.0001
