YearsSchool > 11.00,PrisonViolations = 0,Alcohol = No,Felony = Yes,26.00 < Age <= 33.00,Supervised Release = Yes,Junky = No,9.00 < MonthsServed <= 24.00,Race = Black,Crime against Property = Yes
0.9822485207100592,0.0009
