YearsSchool > 11.00,Race = White,WorkRelease = No,Crime against Property = No,Felony = No,Supervised Release = Yes,Gender = Male,Crime against Person = No,Alcohol = No,Junky = No,4.00 < MonthsServed <= 9.00,PrisonViolations = 1,21.00 < Age <= 26.00
1.0,0.0002
