Gender = Male,Married = No,YearsSchool <= 8.00,Felony = No,WorkRelease = Yes,Alcohol = Yes,Race = White,Supervised Release = Yes,Junky = No,Crime against Property = No,Priors = 1
0.8228571428571428,0.0012
