Gender = Male,Race = Black,Crime against Person = No,Alcohol = No,Junky = No,WorkRelease = Yes,Felony = No,26.00 < Age <= 33.00,YearsSchool > 11.00,PrisonViolations = 0
0.659171597633136,0.0021
