Crime against Property = Yes,MonthsServed > 24.00,Race = Black,21.00 < Age <= 26.00,Crime against Person = No,Gender = Male,YearsSchool > 11.00,WorkRelease = Yes,PrisonViolations = 1
0.9435665914221218,0.0018
