26.00 < Age <= 33.00,WorkRelease = No,Felony = Yes,Junky = No,Supervised Release = Yes,Crime against Person = No,Gender = Male,Married = No,Alcohol = Yes,8.00 < YearsSchool <= 10.00,Race = Black,PrisonViolations = 2,Priors = 2,MonthsServed > 24.00
1.0,0.0
