Age > 33.00,Race = White,WorkRelease = No,Priors = 0,PrisonViolations = 0,Gender = Male,Crime against Person = No,Junky = No,Crime against Property = No,Supervised Release = Yes,Married = No,YearsSchool <= 8.00,Alcohol = Yes,MonthsServed <= 4.00
1.0,0.0001
