Age <= 21.00,Crime against Property = Yes,Married = No,Gender = Male,10.00 < YearsSchool <= 11.00,Felony = No,Alcohol = No,WorkRelease = No,PrisonViolations = 0,Junky = No,Crime against Person = No,4.00 < MonthsServed <= 9.00,Race = White
1.0,0.0009
