Age <= 21.00,Married = No,PrisonViolations = 1,Supervised Release = No,Crime against Person = No,Gender = Male,WorkRelease = No,Crime against Property = No,8.00 < YearsSchool <= 10.00
0.8813056379821959,0.0062
