26.00 < Age <= 33.00,Crime against Property = No,WorkRelease = No,8.00 < YearsSchool <= 10.00,Race = Black,Junky = No,Supervised Release = Yes,Crime against Person = No,Priors = 2,Felony = No,MonthsServed > 24.00
0.9911504424778761,0.0005
