Priors = 2,Race = Black,Crime against Person = No,Alcohol = No,YearsSchool <= 8.00,MonthsServed <= 4.00,WorkRelease = Yes,Felony = No,26.00 < Age <= 33.00
0.9066147859922179,0.0006
