Priors = 2,Married = No,MonthsServed > 24.00,Race = White,WorkRelease = Yes,Felony = No,Junky = No,Gender = Male,Alcohol = No,Crime against Property = No,PrisonViolations = 1,Crime against Person = No
0.8677839851024208,0.001
