Crime against Property = No,Race = White,Junky = No,Crime against Person = No,Alcohol = No,Supervised Release = Yes,WorkRelease = No,Married = No,Gender = Male,8.00 < YearsSchool <= 10.00,PrisonViolations = 1,Felony = No,Age <= 21.00,MonthsServed > 24.00,Priors = 2
1.0,0.0005
