Race = Black,PrisonViolations = 1,Married = No,Crime against Person = No,Felony = No,Gender = Male,Alcohol = No,Junky = No,WorkRelease = Yes,26.00 < Age <= 33.00,Supervised Release = Yes,Priors = 1
0.8207070707070707,0.0001
