Age > 33.00,Crime against Property = No,Supervised Release = No,9.00 < MonthsServed <= 24.00,Alcohol = No,Crime against Person = No,Married = No,Gender = Male,Junky = No,YearsSchool <= 8.00,Priors = 2
0.8721934369602763,0.0006
