Age <= 21.00,Race = Black,Married = No,MonthsServed <= 4.00,Crime against Person = No,Felony = No,Junky = No,Crime against Property = No,Gender = Male,Alcohol = No,Supervised Release = Yes,WorkRelease = No,YearsSchool > 11.00,PrisonViolations = 0
1.0,0.0014
