Age > 33.00,Race = White,Alcohol = No,Crime against Property = Yes,Junky = No,PrisonViolations = 1,Married = No,Supervised Release = Yes,Gender = Male,Crime against Person = No,YearsSchool <= 8.00,Priors = 3,WorkRelease = Yes
1.0,0.0001
