Race = Black,PrisonViolations = 1,Married = No,Crime against Person = No,Gender = Male,Felony = No,21.00 < Age <= 26.00,WorkRelease = No,Crime against Property = No,8.00 < YearsSchool <= 10.00
0.9027027027027027,0.0042
