Alcohol = Yes,21.00 < Age <= 26.00,Married = No,WorkRelease = Yes,Gender = Male,Race = White,Supervised Release = Yes,Crime against Property = No,Felony = No,Junky = No,Crime against Person = No,YearsSchool > 11.00
0.7588075880758808,0.0012
