YearsSchool <= 8.00,Felony = No,Gender = Male,Alcohol = No,MonthsServed <= 4.00,21.00 < Age <= 26.00,Crime against Person = No,Junky = No,Supervised Release = Yes
0.7664756446991404,0.0029
