Age <= 21.00,PrisonViolations = 1,Married = No,8.00 < YearsSchool <= 10.00,9.00 < MonthsServed <= 24.00,Gender = Male,Junky = No,Supervised Release = Yes,WorkRelease = Yes,Crime against Property = No,Race = White
1.0,0.0002
