Age <= 21.00,Married = No,Crime against Person = Yes,8.00 < YearsSchool <= 10.00,WorkRelease = Yes,MonthsServed <= 4.00,Felony = No,Gender = Male,PrisonViolations = 0
0.9166666666666666,0.0015
