Race = Black,PrisonViolations = 1,Priors = 2,8.00 < YearsSchool <= 10.00,Felony = No,Crime against Person = No,Alcohol = No,Junky = No,Gender = Male,Supervised Release = Yes,WorkRelease = Yes,Married = Yes,MonthsServed > 24.00,Age > 33.00
1.0,0.0004
