Age > 33.00,Race = White,WorkRelease = No,Alcohol = No,Junky = No,Supervised Release = No,Crime against Property = No,Gender = Male,MonthsServed <= 4.00,PrisonViolations = 0,Priors = 2,YearsSchool > 11.00
1.0,0.0
