Race = Black,Crime against Person = No,Gender = Male,Alcohol = No,Junky = No,Supervised Release = Yes,Felony = No,WorkRelease = Yes,26.00 < Age <= 33.00,YearsSchool > 11.00,Priors = 1,PrisonViolations = 0,Married = Yes,Crime against Property = No
0.793918918918919,0.0002
