Felony = Yes,Junky = No,YearsSchool <= 8.00,Supervised Release = Yes,Alcohol = No,Gender = Male,Priors = 2,WorkRelease = No,21.00 < Age <= 26.00,Crime against Property = Yes,Married = No,Crime against Person = No,PrisonViolations = 1,MonthsServed > 24.00
1.0,0.0005
