4.00 < MonthsServed <= 9.00,Race = White,Alcohol = No,Junky = No,Supervised Release = Yes,PrisonViolations = 1,Gender = Male,Crime against Person = No,Crime against Property = Yes,WorkRelease = No,Felony = No,Priors = 2,YearsSchool <= 8.00
1.0,0.0002
