-0.29933004712822475,0.0,0.15118053198437048,0.0,-0.3663052025427215,0.0,0.0,0.0,0.0,0.14440345356185408,0.0,0.0,0.0,0.038780764782829255,0.0
1,3,5,6,7,8,10,11,12,14
0.800990099009901,0.0018
