Crime against Property = No,Alcohol = No,Supervised Release = Yes,Felony = No,MonthsServed > 24.00,Race = Black,Crime against Person = No,PrisonViolations = 2,8.00 < YearsSchool <= 10.00,Junky = No
0.9121338912133892,0.0025
