Crime against Property = Yes,Alcohol = Yes,Married = No,21.00 < Age <= 26.00,Felony = No,Gender = Male,Supervised Release = Yes,WorkRelease = No,MonthsServed <= 4.00,Junky = No,10.00 < YearsSchool <= 11.00,PrisonViolations = 0,Crime against Person = No
0.9560439560439561,0.0
