Priors = 2,Race = Black,WorkRelease = No,Junky = No,Alcohol = No,Gender = Male,Supervised Release = Yes,PrisonViolations = 0,Felony = Yes,MonthsServed > 24.00,Crime against Person = Yes,YearsSchool <= 8.00
0.9426229508196722,0.001
