Priors = 2,Race = Black,Crime against Person = No,Alcohol = No,Felony = No,Gender = Male,Junky = No,YearsSchool <= 8.00,MonthsServed <= 4.00,26.00 < Age <= 33.00,WorkRelease = Yes
0.9601593625498008,0.0005
