Priors = 2,Married = No,PrisonViolations = 1,WorkRelease = No,Gender = Male,Alcohol = No,Supervised Release = Yes,Junky = No,Race = White,MonthsServed > 24.00,Crime against Person = Yes
0.8728323699421965,0.0
