10.00 < YearsSchool <= 11.00,Alcohol = No,Supervised Release = Yes,Junky = No,PrisonViolations = 1,9.00 < MonthsServed <= 24.00,Felony = Yes,Crime against Property = Yes,Priors = 2,WorkRelease = No,Age <= 21.00
1.0,0.0005
