26.00 < Age <= 33.00,Crime against Property = No,8.00 < YearsSchool <= 10.00,WorkRelease = No,MonthsServed > 24.00,Junky = No,Crime against Person = No,Supervised Release = Yes,Gender = Male,Felony = No,Alcohol = Yes
0.8588039867109635,0.0
