4.00 < MonthsServed <= 9.00,Crime against Property = No,PrisonViolations = 0,8.00 < YearsSchool <= 10.00,Junky = No,Alcohol = No,Married = No,Race = White,Supervised Release = No
0.8810572687224669,0.0009
