Supervised Release = No,Crime against Property = Yes,WorkRelease = No,Crime against Person = No,Gender = Male,Junky = No,8.00 < YearsSchool <= 10.00,MonthsServed <= 4.00,Priors = 0
0.8341968911917098,0.003
