Race = Black,Married = No,Gender = Male,Felony = Yes,MonthsServed > 24.00,8.00 < YearsSchool <= 10.00,WorkRelease = Yes,Priors = 1,Supervised Release = Yes,Crime against Person = Yes,PrisonViolations = 0
0.9530516431924883,0.0002
