Felony = Yes,10.00 < YearsSchool <= 11.00,Alcohol = No,Junky = No,9.00 < MonthsServed <= 24.00,Supervised Release = Yes,PrisonViolations = 1,Crime against Property = Yes
0.7518248175182481,0.0026
