0.0,0.0,0.0,0.0,0.0,0.4851442182775387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4519490065004953,-0.06290677522196604
0,1,2,3,4,6,7,8,9,10,11,12
0.8114942528735632,0.0038
