Crime against Property = Yes,Married = No,YearsSchool <= 8.00,Gender = Male,Crime against Person = No,Supervised Release = No,Junky = No,Alcohol = No,Felony = Yes,PrisonViolations = 0,WorkRelease = Yes,Age > 33.00,4.00 < MonthsServed <= 9.00,Priors = 1
1.0,0.0001
