Priors = 2,PrisonViolations = 2,Married = No,MonthsServed > 24.00,Race = Black,Gender = Male,Alcohol = No,Junky = No,Supervised Release = No,21.00 < Age <= 26.00,10.00 < YearsSchool <= 11.00
0.9025270758122743,0.0
