PrisonViolations = 1,WorkRelease = No,Gender = Male,Crime against Person = No,Felony = No,8.00 < YearsSchool <= 10.00,Junky = No,Alcohol = No,Race = White,Supervised Release = Yes,MonthsServed > 24.00,26.00 < Age <= 33.00,Married = Yes,Priors = 1
1.0,0.0
