Priors = 2,Race = Black,WorkRelease = No,Alcohol = No,Junky = No,Gender = Male,PrisonViolations = 0,Felony = Yes,MonthsServed > 24.00,Crime against Person = Yes,YearsSchool <= 8.00
0.9141414141414141,0.0013
