4.00 < MonthsServed <= 9.00,Crime against Property = No,PrisonViolations = 0,8.00 < YearsSchool <= 10.00,Supervised Release = Yes,26.00 < Age <= 33.00,Married = No
0.9088729016786571,0.0038
