26.00 < Age <= 33.00,WorkRelease = No,Supervised Release = Yes,Junky = No,Felony = Yes,Crime against Person = No,Alcohol = No,Gender = Male,MonthsServed > 24.00,8.00 < YearsSchool <= 10.00
0.759020618556701,0.0014
