Age <= 21.00,Crime against Property = Yes,Married = No,8.00 < YearsSchool <= 10.00,Gender = Male,Junky = No,Alcohol = No,Crime against Person = No,Supervised Release = Yes,Race = White,4.00 < MonthsServed <= 9.00,PrisonViolations = 0
0.9878048780487805,0.0055
