Age > 33.00,Crime against Property = No,WorkRelease = No,PrisonViolations = 0,Alcohol = No,Supervised Release = Yes,Race = Black,Married = No,MonthsServed <= 4.00,Priors = 2
0.9473684210526315,0.0012
