Crime against Property = Yes,Crime against Person = No,Gender = Male,9.00 < MonthsServed <= 24.00,Supervised Release = Yes,Junky = No,Alcohol = No,PrisonViolations = 0,Felony = Yes,WorkRelease = Yes,Age > 33.00,YearsSchool > 11.00,Priors = 1
0.8787878787878788,0.0004
