4.00 < MonthsServed <= 9.00,Crime against Property = No,PrisonViolations = 0,Supervised Release = Yes,Race = White,Alcohol = No,WorkRelease = Yes,26.00 < Age <= 33.00
0.9285714285714286,0.0042
