Race = Black,Supervised Release = No,Married = No,YearsSchool <= 8.00,Crime against Person = No,Gender = Male,Alcohol = No,Junky = No,WorkRelease = No,9.00 < MonthsServed <= 24.00,Felony = No,26.00 < Age <= 33.00,Priors = 1,Crime against Property = No
1.0,0.0002
