YearsSchool > 11.00,Priors = 0,PrisonViolations = 0,Alcohol = No,Supervised Release = Yes,Crime against Person = No,WorkRelease = No,26.00 < Age <= 33.00,Junky = Yes,MonthsServed <= 4.00
0.9939393939393939,0.0007
