Age > 33.00,4.00 < MonthsServed <= 9.00,Race = White,Crime against Property = No,PrisonViolations = 0,Crime against Person = No,Married = No,Gender = Male,WorkRelease = Yes,Junky = No,Priors = 2,YearsSchool <= 8.00,Alcohol = Yes
1.0,0.0003
